arrest_id_x,person_id,age_at_arrest,sex,race,arrest_date_univ,arrest_id_y,charge_degree,offense_category,arrest_date_event,y,current_charge_felony,num_fel_arrests_last_year
7563566,49472,32.298630136986304,M,Black,2016-01-14,9109423,misdemeanor,drug,2014-08-31,1,0,4
7488749,220893,18.24109589041096,F,Black,2016-02-08,5138063,misdemeanor,violent,2017-09-22,1,0,0
5142809,243409,30.34794520547945,M,Black,2017-09-21,5142809,misdemeanor,property,2017-09-21,0,0,0
6995174,33633,18.2986301369863,M,mixed,2016-06-01,6730229,misdemeanor,property,2016-08-18,1,0,0
6561693,540719,19.350684931506848,M,Black,2016-10-06,6268753,misdemeanor,other,2017-01-07,0,0,0
3013712,10237,26.4986301369863,M,Black,2018-09-16,3013712,misdemeanor,violent,2018-09-16,0,0,0
3819130,2870,38.43835616438356,M,White,2018-05-04,11303842,misdemeanor,property,2012-08-12,0,0,0
7234140,1058203,27.33150684931507,M,Black,2016-04-15,4164734,misdemeanor,drug,2018-03-18,0,0,0
5155920,92636,56.054794520547944,M,Black,2017-09-19,9036170,misdemeanor,other,2014-09-23,0,0,0
4981381,746888,47.06575342465754,F,Black,2017-10-20,4981381,misdemeanor,other,2017-10-20,0,0,0
5801992,323098,31.424657534246577,M,Black,2017-05-07,5801992,misdemeanor,property,2017-05-07,0,0,1
4283852,1543625,56.85753424657534,M,Black,2018-02-25,372090,misdemeanor,property,2020-01-17,0,0,0
5268378,35652,39.21369863013699,F,White,2017-08-31,9742226,felony,violent,2014-02-05,0,1,0
7220104,482239,46.33698630136986,M,White,2016-04-18,7196659,misdemeanor,property,2016-04-25,1,0,2
3493710,1023093,18.852054794520548,M,Black,2018-07-04,2632090,misdemeanor,property,2018-11-27,0,0,0
7370720,26596,46.40547945205479,M,mixed,2016-03-09,6988305,misdemeanor,other,2016-06-03,0,0,0
4290696,1107929,49.46849315068493,F,White,2018-02-23,1007267,misdemeanor,other,2019-09-10,0,0,0
6223364,1205282,29.28767123287671,F,White,2017-01-18,9055812,misdemeanor,drug,2014-09-16,0,0,0
3188624,271093,20.695890410958903,M,Black,2018-08-11,3188624,misdemeanor,property,2018-08-11,0,0,0
11966928,14780,22.197260273972603,M,White,2016-04-12,6879872,misdemeanor,drug,2020-10-05,0,0,0
6237431,56452,56.37808219178082,M,Black,2017-01-13,6554654,felony,property,2016-10-09,0,1,1
4973877,910635,61.016438356164386,M,Black,2017-10-22,9707317,misdemeanor,other,2014-02-18,0,0,0
5697246,15340,39.5972602739726,M,White,2017-05-31,749519,misdemeanor,other,2019-10-30,1,0,1
5666738,38535,19.22739726027397,M,White,2017-06-08,3503836,felony,property,2018-07-03,1,1,0
3877005,2880190,20.30958904109589,M,Black,2018-04-24,3575221,misdemeanor,property,2018-06-20,0,0,0
6647303,3381394,44.915068493150685,,,2016-09-12,11573000,misdemeanor,other,2012-05-12,0,0,0
3806430,81823,34.8986301369863,M,,2018-05-07,8406419,misdemeanor,other,2015-04-23,0,0,0
7364521,911310,44.536986301369865,M,Black,2016-03-10,1644180,misdemeanor,property,2019-05-10,1,0,0
6676974,3054080,23.698630136986303,F,mixed,2016-09-02,7056049,misdemeanor,property,2016-05-14,0,0,0
3212729,40226,31.235616438356164,M,Black,2018-08-07,2674085,misdemeanor,property,2018-11-19,0,0,0
7004850,1113857,36.29041095890411,M,White,2016-05-29,6370777,misdemeanor,violent,2016-12-01,0,0,0
7272789,2557412,23.60821917808219,M,Black,2016-04-05,7272789,felony,violent,2016-04-05,0,1,0
5296171,883909,31.326027397260273,F,White,2017-08-25,1689196,felony,property,2019-05-07,0,1,0
7288288,1117726,50.95616438356164,M,Black,2016-03-31,9119629,misdemeanor,drug,2014-08-27,0,0,0
6223364,1205282,29.28767123287671,F,White,2017-01-18,6223364,felony,other,2017-01-18,0,1,0
3993384,539268,44.24383561643835,M,White,2018-04-05,9408958,misdemeanor,property,2020-12-08,0,0,0
5319741,24391,32.3013698630137,M,Black,2017-08-21,2536660,misdemeanor,other,2018-12-14,0,0,0
4998162,1588377,21.09315068493151,M,Black,2017-10-17,4822265,felony,property,2017-11-14,1,1,0
4334398,12352,19.084931506849315,M,Black,2018-02-14,4334398,felony,property,2018-02-14,1,1,1
3086994,1307719,22.101369863013694,M,Black,2018-09-03,2924389,misdemeanor,violent,2018-10-02,1,0,0
11966928,14780,22.197260273972603,M,White,2016-04-12,5834772,misdemeanor,drug,2017-04-27,0,0,0
6194431,63048,26.27671232876712,F,White,2017-01-26,6164603,misdemeanor,drug,2017-02-03,0,0,0
6537189,1052139,48.367123287671234,M,White,2016-10-14,3011259,misdemeanor,property,2018-09-17,0,0,0
2472356,242203,20.197260273972603,M,Black,2018-12-29,2472356,misdemeanor,property,2018-12-29,0,0,1
6561693,540719,19.350684931506848,M,Black,2016-10-06,6176276,misdemeanor,other,2017-01-31,0,0,0
6028961,91718,29.572602739726022,M,Black,2017-03-09,6969000,misdemeanor,other,2016-06-09,0,0,0
2710557,293396,37.70958904109589,M,White,2018-11-12,6514632,misdemeanor,violent,2016-10-20,0,0,0
6305418,320631,31.63013698630137,M,Black,2016-12-23,6564193,misdemeanor,property,2016-10-05,1,0,0
3893652,256881,36.76712328767123,F,Black,2018-04-21,3893652,misdemeanor,other,2018-04-21,0,0,0
6316765,329378,21.457534246575342,M,Black,2016-12-20,5017217,misdemeanor,violent,2017-10-13,0,0,0
6537189,1052139,48.367123287671234,M,White,2016-10-14,1457513,misdemeanor,drug,2019-06-13,0,0,0
7370720,26596,46.40547945205479,M,mixed,2016-03-09,9732027,misdemeanor,other,2014-02-07,0,0,0
7149171,1295291,37.394520547945206,M,White,2016-05-09,5784558,misdemeanor,property,2017-05-11,0,0,0
4435364,12751,26.40821917808219,M,Black,2018-01-27,11508200,felony,drug,2012-06-01,1,1,1
4284534,33253,24.306849315068497,M,Black,2018-02-25,4284534,felony,property,2018-02-25,0,1,0
7532175,919650,34.915068493150685,M,Black,2016-01-24,11264300,misdemeanor,violent,2012-08-24,0,0,0
2747588,70259,23.843835616438355,M,mixed,2018-11-03,1484051,misdemeanor,other,2019-06-09,0,0,0
2903760,3166359,33.0986301369863,M,mixed,2018-10-06,1346256,misdemeanor,property,2019-07-05,0,0,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,2238345,misdemeanor,other,2019-02-13,0,0,0
5590253,21406,19.052054794520547,M,White,2017-06-26,5232393,misdemeanor,property,2017-09-07,0,0,1
4573842,76733,27.47945205479452,F,White,2017-12-30,4609649,misdemeanor,drug,2017-12-21,0,0,1
7364521,911310,44.536986301369865,M,Black,2016-03-10,6464374,felony,violent,2016-11-05,1,1,0
4207288,1488855,31.80821917808219,F,mixed,2018-03-09,6726312,misdemeanor,drug,2016-08-19,0,0,0
5764522,318640,25.813698630136987,M,White,2017-05-16,5764523,misdemeanor,other,2017-05-16,0,0,0
6055237,2559192,65.05205479452054,M,Black,2017-03-02,2830281,misdemeanor,violent,2018-10-20,0,0,0
4860301,1407719,56.50684931506849,M,White,2017-11-07,8609418,misdemeanor,other,2015-02-19,0,0,0
6060715,114124,55.07671232876712,M,Black,2017-03-01,7907348,misdemeanor,other,2015-09-30,0,0,0
7030740,1439871,30.698630136986303,M,White,2016-05-20,7773343,misdemeanor,property,2015-11-09,1,0,2
7197240,1790946,51.27945205479452,M,White,2016-04-25,6787346,misdemeanor,other,2016-08-02,0,0,0
4283852,1543625,56.85753424657534,M,Black,2018-02-25,4283852,misdemeanor,property,2018-02-25,0,0,0
6390045,995275,45.11506849315069,M,mixed,2016-11-23,6017633,misdemeanor,other,2017-03-12,0,0,0
7184393,212874,41.35068493150685,M,mixed,2016-04-29,7425165,misdemeanor,property,2016-02-23,0,0,1
5670555,67140,29.33150684931507,M,Black,2017-06-07,10044884,felony,property,2013-10-31,1,1,0
5928260,1134813,19.339726027397266,M,Black,2017-04-04,7158116,misdemeanor,violent,2016-05-05,1,0,2
4354694,92254,25.13150684931507,M,Black,2018-02-11,4354694,misdemeanor,other,2018-02-11,0,0,0
3052452,1127005,52.342465753424655,M,White,2018-09-08,8175632,misdemeanor,other,2015-07-09,0,0,0
7234140,1058203,27.33150684931507,M,Black,2016-04-15,10470292,misdemeanor,drug,2013-06-05,0,0,0
4796664,25060,25.947945205479453,F,Black,2017-11-19,9904022,misdemeanor,other,2013-12-13,1,0,0
4354694,92254,25.13150684931507,M,Black,2018-02-11,6070899,misdemeanor,property,2017-02-27,0,0,0
4414756,43143,35.93150684931507,M,White,2018-01-31,4414756,felony,property,2018-01-31,1,1,0
7200043,55112,46.46849315068493,M,White,2016-04-23,9022569,misdemeanor,drug,2014-09-27,1,0,0
6478529,27249,22.87945205479452,M,Black,2016-11-01,7024593,misdemeanor,property,2016-05-23,0,0,0
6680947,206779,24.076712328767123,M,Black,2016-09-01,3556098,misdemeanor,property,2018-06-22,0,0,0
6183350,145687,38.347945205479455,M,Asian,2017-01-30,9475842,misdemeanor,property,2014-05-08,0,0,0
3851361,48528,25.53972602739726,M,White,2018-04-29,7755439,felony,violent,2015-11-15,0,1,0
5792197,10071,21.95890410958904,M,Black,2017-05-09,7654513,felony,violent,2015-12-14,0,1,0
6215292,351751,23.904109589041095,F,White,2017-01-20,11413877,misdemeanor,violent,2012-07-04,0,0,0
6243514,85246,19.75068493150685,M,Black,2017-01-12,2604438,felony,violent,2018-12-03,0,1,4
6845142,1072559,55.02739726027397,M,White,2016-07-15,9214004,misdemeanor,property,2014-07-28,0,0,0
5351996,101770,26.92602739726027,F,,2017-08-15,9121859,misdemeanor,property,2014-08-27,0,0,0
5155920,92636,56.054794520547944,M,Black,2017-09-19,4764155,misdemeanor,other,2017-11-23,0,0,0
3433327,79198,28.265753424657536,M,White,2018-07-15,3935936,felony,property,2018-04-16,1,1,1
6724161,451627,44.64109589041096,M,Black,2016-08-21,10560226,misdemeanor,violent,2013-05-05,1,0,0
6746136,358458,28.85753424657534,M,mixed,2016-08-13,7707288,misdemeanor,other,2015-11-30,0,0,0
5598626,1352734,28.865753424657537,M,White,2017-06-23,3461222,misdemeanor,other,2018-07-11,0,0,0
6872176,9003,33.45753424657534,F,Black,2016-07-06,3454243,misdemeanor,drug,2018-07-11,1,0,0
5775568,1026471,21.797260273972604,M,Black,2017-05-14,5449706,misdemeanor,drug,2017-07-26,0,0,1
4307219,251820,31.624657534246577,M,Black,2018-02-20,8087446,misdemeanor,other,2015-08-06,0,0,0
5998375,339988,56.57534246575342,M,,2017-03-17,8463811,misdemeanor,other,2015-04-07,0,0,1
7278705,101916,25.991780821917807,M,Black,2016-04-03,5297231,misdemeanor,property,2017-08-25,0,0,0
5140950,56946,38.20273972602739,M,Black,2017-09-21,2181244,misdemeanor,violent,2019-02-23,0,0,1
6029745,69831,28.375342465753423,F,White,2017-03-08,6029745,felony,drug,2017-03-08,0,1,0
3433327,79198,28.265753424657536,M,White,2018-07-15,3577605,misdemeanor,property,2018-06-20,1,0,1
6990731,988645,18.816438356164383,M,Black,2016-06-02,6865604,misdemeanor,property,2016-07-08,0,0,0
6037598,92826,40.846575342465755,M,Black,2017-03-07,884133,misdemeanor,other,2019-10-02,0,0,0
6774612,502498,24.643835616438356,F,White,2016-08-05,6774612,misdemeanor,other,2016-08-05,0,0,0
7381538,27382,26.564383561643837,M,Black,2016-03-07,4434613,misdemeanor,property,2018-01-28,1,0,0
6995889,131507,31.076712328767123,M,mixed,2016-06-01,6995889,misdemeanor,property,2016-06-01,0,0,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,7152932,misdemeanor,other,2016-05-07,0,0,1
7537778,1305217,47.32876712328767,F,White,2016-01-21,9563730,misdemeanor,drug,2014-04-08,0,0,0
4251991,98350,53.772602739726025,M,Black,2018-03-02,2653279,misdemeanor,other,2018-11-23,0,0,0
6106630,311707,35.1945205479452,M,Black,2017-02-16,8874413,misdemeanor,property,2014-11-20,0,0,0
6045036,28614,25.895890410958906,M,Black,2017-03-05,10558490,misdemeanor,property,2013-05-06,0,0,0
4689683,860034,41.83287671232877,M,Black,2017-12-06,4689683,misdemeanor,violent,2017-12-06,0,0,1
6916329,3198370,40.895890410958906,M,White,2016-06-25,6916330,misdemeanor,other,2016-06-25,0,0,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,2394642,misdemeanor,drug,2019-01-15,0,0,0
5564259,847667,32.27945205479452,F,Black,2017-07-03,1663362,misdemeanor,violent,2019-05-09,0,0,0
6701778,42402,32.106849315068494,M,White,2016-08-27,3685257,misdemeanor,other,2018-05-30,0,0,0
5502020,883298,18.54794520547945,M,White,2017-07-16,5502020,misdemeanor,other,2017-07-16,0,0,0
6457031,2931988,54.512328767123286,M,White,2016-11-08,6457032,misdemeanor,other,2016-11-08,0,0,0
2491948,262806,60.84931506849315,M,Black,2018-12-26,2491948,misdemeanor,property,2018-12-26,0,0,0
7383051,3484,38.0,M,Black,2016-03-06,1781878,misdemeanor,violent,2019-05-04,0,0,0
4219078,259056,40.772602739726025,M,Black,2018-03-08,4205506,misdemeanor,other,2018-03-10,0,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,8320304,misdemeanor,other,2015-05-24,0,0,0
3488332,45181,19.268493150684932,M,Black,2018-07-05,972661,misdemeanor,other,2019-09-16,1,0,0
5974182,1518439,65.68219178082192,M,Black,2017-03-24,5974182,misdemeanor,other,2017-03-24,0,0,0
7598842,1531743,41.62191780821918,M,Black,2016-01-04,10372870,misdemeanor,drug,2013-07-09,0,0,0
4662342,2793559,45.61643835616438,M,White,2017-12-11,4662342,misdemeanor,drug,2017-12-11,1,0,0
5155920,92636,56.054794520547944,M,Black,2017-09-19,8032607,misdemeanor,other,2015-08-22,0,0,0
5474682,1348192,19.545205479452058,M,Black,2017-07-21,4323469,misdemeanor,violent,2018-02-16,0,0,0
5330582,1610763,36.07945205479452,M,Black,2017-08-19,1893112,misdemeanor,other,2019-04-13,0,0,1
5330582,1610763,36.07945205479452,M,Black,2017-08-19,58056,misdemeanor,property,2020-04-01,0,0,1
3506084,3359578,20.778082191780825,M,Black,2018-07-03,3451038,misdemeanor,drug,2018-07-12,0,0,0
5396058,555286,25.87123287671233,F,Black,2017-08-07,11304287,misdemeanor,property,2012-08-12,0,0,0
5159413,1901,53.865753424657534,M,mixed,2017-09-18,7606339,felony,violent,2015-12-31,0,1,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,6288866,misdemeanor,property,2017-01-02,0,0,0
6288988,1004445,26.410958904109588,F,Black,2017-01-01,6288988,misdemeanor,violent,2017-01-01,0,0,0
3596356,49882,35.18082191780822,M,Black,2018-06-14,6536466,misdemeanor,other,2016-10-14,1,0,4
5295157,1243038,26.567123287671233,M,Black,2017-08-25,11292830,misdemeanor,other,2012-08-15,1,0,0
6537189,1052139,48.367123287671234,M,White,2016-10-14,10250170,misdemeanor,other,2013-08-19,0,0,0
5792197,10071,21.95890410958904,M,Black,2017-05-09,9480472,misdemeanor,drug,2014-05-06,0,0,0
3646741,74726,26.556164383561644,M,Black,2018-06-06,3569795,misdemeanor,drug,2018-06-21,0,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,8827695,misdemeanor,other,2014-12-08,0,0,0
6055237,2559192,65.05205479452054,M,Black,2017-03-02,6055237,misdemeanor,other,2017-03-02,0,0,0
2568623,74595,38.24109589041096,M,Black,2018-12-10,7831580,misdemeanor,other,2015-10-22,0,0,0
5049840,1000558,36.57808219178082,M,mixed,2017-10-08,5049840,misdemeanor,violent,2017-10-08,0,0,0
6060715,114124,55.07671232876712,M,Black,2017-03-01,6060715,misdemeanor,other,2017-03-01,0,0,0
5941513,2852268,28.863013698630137,M,Black,2017-03-31,5941513,misdemeanor,violent,2017-03-31,0,0,0
7465597,47273,23.38082191780822,M,Black,2016-02-13,6803616,misdemeanor,drug,2016-07-27,1,0,0
3596356,49882,35.18082191780822,M,Black,2018-06-14,6273439,misdemeanor,drug,2017-01-05,1,0,4
5351996,101770,26.92602739726027,F,,2017-08-15,10915587,misdemeanor,property,2012-12-28,0,0,0
2797309,276664,42.106849315068494,M,Black,2018-10-26,3710052,misdemeanor,property,2018-05-25,0,0,0
3882249,57158,29.983561643835618,M,Black,2018-04-23,10119101,felony,violent,2013-10-04,0,1,0
11966928,14780,22.197260273972603,M,White,2016-04-12,961698,misdemeanor,drug,2019-09-17,0,0,0
4502396,29538,35.553424657534244,M,Black,2018-01-16,5793297,misdemeanor,violent,2017-05-09,0,0,0
2693604,3143337,28.542465753424658,M,Black,2018-11-15,2693604,misdemeanor,property,2018-11-15,0,0,0
2939914,844881,22.983561643835618,M,White,2018-09-30,6293357,misdemeanor,other,2016-12-30,0,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,5628439,misdemeanor,other,2017-06-18,0,0,0
4838938,971940,28.084931506849315,M,Black,2017-11-12,8054500,misdemeanor,drug,2015-08-16,0,0,0
6163577,72764,22.72054794520548,F,Black,2017-02-03,4877218,misdemeanor,property,2017-11-03,1,0,3
6845142,1072559,55.02739726027397,M,White,2016-07-15,11341182,misdemeanor,other,2012-07-31,0,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,8485158,misdemeanor,property,2015-04-01,0,0,0
7255049,670782,25.084931506849315,M,Black,2016-04-10,2872315,felony,violent,2018-10-12,0,1,1
5792197,10071,21.95890410958904,M,Black,2017-05-09,2723235,misdemeanor,violent,2018-11-08,0,0,0
7369356,1509614,52.19178082191781,M,White,2016-03-09,8046353,misdemeanor,other,2015-08-18,0,0,0
3806430,81823,34.8986301369863,M,,2018-05-07,465227,misdemeanor,property,2019-12-28,0,0,0
4612868,957946,33.43835616438356,F,White,2017-12-20,9311375,misdemeanor,violent,2014-06-25,0,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,1719120,misdemeanor,property,2020-05-19,0,0,0
4481139,59002,39.21095890410959,M,Black,2018-01-19,4714427,misdemeanor,property,2017-11-30,0,0,0
5143947,91724,29.24109589041096,M,Black,2017-09-21,11349722,misdemeanor,other,2012-07-27,0,0,0
3732305,2871550,54.35342465753425,M,White,2018-05-21,3732305,misdemeanor,other,2018-05-21,0,0,0
5666449,25523,29.742465753424657,M,Black,2017-06-08,516515,misdemeanor,other,2019-12-16,0,0,0
6766557,27836,36.69041095890411,M,White,2016-08-09,6766557,misdemeanor,property,2016-08-09,0,0,0
4284534,33253,24.306849315068497,M,Black,2018-02-25,9315925,misdemeanor,property,2014-06-24,0,0,0
2576292,82604,34.865753424657534,M,Black,2018-12-07,2843733,felony,drug,2018-10-17,1,1,1
5598101,531993,52.59178082191781,M,White,2017-06-23,5736225,misdemeanor,property,2017-05-24,0,0,0
6984750,1059734,27.78904109589041,F,Black,2016-06-04,10861696,misdemeanor,other,2013-01-18,1,0,1
7408614,91883,25.14246575342466,F,Black,2016-02-27,3262662,misdemeanor,other,2018-07-28,0,0,0
5590253,21406,19.052054794520547,M,White,2017-06-26,6591198,misdemeanor,other,2016-09-27,0,0,1
6639316,2456906,22.794520547945204,F,White,2016-09-14,7417840,misdemeanor,drug,2016-02-25,1,0,0
4865164,344444,27.265753424657536,M,Black,2017-11-06,4906452,misdemeanor,property,2020-08-28,1,0,0
6486363,1021244,35.78904109589041,M,Black,2016-10-29,6486363,misdemeanor,violent,2016-10-29,0,0,0
6339294,911946,31.46027397260274,M,Black,2016-12-13,8248566,misdemeanor,other,2015-06-16,0,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,5634714,misdemeanor,other,2017-06-16,0,0,0
3550258,404843,32.032876712328765,M,mixed,2018-06-23,1559819,misdemeanor,property,2019-05-27,0,0,0
2989464,3007259,45.28767123287671,F,mixed,2018-09-20,1004864,misdemeanor,other,2019-09-10,0,0,0
6978316,80524,38.4,M,Black,2016-06-06,7785220,felony,property,2015-11-05,1,1,2
6984750,1059734,27.78904109589041,F,Black,2016-06-04,498936,misdemeanor,drug,2019-12-20,1,0,1
6954720,43925,19.446575342465753,M,White,2016-06-14,6205103,felony,violent,2017-01-24,1,1,0
7005244,1130673,25.65205479452055,M,Black,2016-05-28,10703897,misdemeanor,property,2013-03-15,1,0,1
7500144,1779141,61.42191780821918,M,White,2016-02-05,7664867,misdemeanor,other,2015-12-11,0,0,0
5049840,1000558,36.57808219178082,M,mixed,2017-10-08,63279,misdemeanor,violent,2020-03-27,0,0,0
5828497,51883,25.980821917808218,M,mixed,2017-04-30,11282530,felony,violent,2012-08-18,0,1,0
6037598,92826,40.846575342465755,M,Black,2017-03-07,6037598,misdemeanor,other,2017-03-07,0,0,0
2547343,122092,45.96986301369863,M,mixed,2018-12-13,2653660,misdemeanor,drug,2018-11-23,0,0,0
5413918,845123,46.97260273972603,M,Black,2017-08-03,5118933,misdemeanor,other,2017-09-26,1,0,0
6068520,1162141,24.991780821917807,M,Black,2017-02-27,11512430,misdemeanor,other,2012-05-31,0,0,0
6339294,911946,31.46027397260274,M,Black,2016-12-13,8348277,misdemeanor,other,2015-05-13,0,0,0
4100820,66832,33.62465753424657,M,Black,2018-03-28,8076852,felony,violent,2015-08-09,1,1,0
5049840,1000558,36.57808219178082,M,mixed,2017-10-08,8434437,misdemeanor,drug,2015-04-16,0,0,0
3648891,1611752,41.035616438356165,M,White,2018-06-06,5516565,misdemeanor,drug,2017-07-12,0,0,0
2977729,19918,27.96712328767123,M,White,2018-09-22,2977729,misdemeanor,property,2018-09-22,0,0,0
5801992,323098,31.424657534246577,M,Black,2017-05-07,7518527,misdemeanor,property,2016-01-30,0,0,1
